3.00524, 0.70863
3.15465, 0.48604
3.28309, 0.33263
3.34338, 0.24360
3.44299, 0.13471
3.49803, 0.07531
3.58716, 0.02077
3.63696, 0.00090
3.72084, -0.01413
3.80996, -0.00941
3.89122, -0.00961
4.06684, -0.01498
4.23984, -0.00059
4.32634, -0.01068
4.42333, -0.04055
4.48886, -0.09010
4.59371, -0.22369
4.77195, -0.49573
4.89515, -0.67875
5.00262, -0.79260

